text,quality,delivery
"Sent a Damaged product. It's made of basic and cheap aluminum, fine. Not completely worth the $30 but will do the job i need it to do. The problem:Was sent to me damaged. There are bends and scratches all over this thing as soon as I opened up the box. The box wasn't damaged. So it was placed in damaged. Case didn't close all the way and latches don't match up. Whomever packaged this could have easily seen this, but was ignored. I know it's aluminum, couldn't i at least be the first person to jack this thing up?",neg,neg
damaged disk-multiple. I have received THREE copies of Weeds Season Four and they were all damaged (particularly disk 2). Trying a different computer or DVD player provided no improvement. At this point I have given up trying to get a decent replacement.,neg,neg
Great boot. Light but rugged.. This boot is well constructed for a light weight boot. I experienced minimum break in time with no hot spots. Good support and quite comfortable. I have not hiked in wet conditions so I cannot speak to the water proof feature. The boot runs true to size. I would buy another pair if these were damaged or lost.,pos,neg
Nice big wheel!. I was so happy to find a big wheel for my grandson! The price was very reasonable with fast shipping as well. He will have fun enjoying this riding toy!,pos,pos
"Pretty Stale. The album is riddled with recycled and watered-down standup cliches (everything from a take on the long-ago cancelled Osbournes show to a six minute bit where he talks with a wacky Chinese accent). There are a few spots in which Kennedy shows promise of finding an original comedic voice, but it was obviously lost in the rush to get the album in stores while his show is still airing on MTV. It's worth one listen for a few solid bits ... but if you're looking to hear fresh takes the whole way through, then there are dozens of comics out there deserving to be looked at first.",neg,neg
Great game for all ages. I bought this game gently used for my 6 year old son for christmas. It arrived quickly and played like new in his DS. He absolutely LOVES this game and I've played it a couple of times and enjoyed it too.,pos,pos
"WEEDS. Great show, obviously you know that if your looking here at it, it came packed well and shipped fast buy it!",pos,pos
"doesn't leak but uncomfortable to sleep on. I bought this product because I'm living temporarily in a city and will move to another city later, and don't have the extra money to buy a better bed. Since then my shoulders hurt from sleeping on it. I've lost interested in sleeping after that. Before that i never have problems with sleeping.It's ok to sleep for one or two nights only i guess. If you intend to sleep on it for a few months, buy a comfy bed instead of this!",neg,neg
"Why did I wait so long to find this album?. I stumbled on this CD less than a month ago and it's now in my CD player almost constantly. Some songs I loved from the first listen (Fallen Angel, Paying the Price of Love, Kiss of Life) and some took a bit longer to grow on me (especially Heart Like Mine) for some reason, but I now love every single one of them. The entire collection is so beautiful, I'm almost afraid to listen to other Bee Gee albums for fear that they won't measure up. Especially wonderful are the two songs with Maurice singing lead (Omega Man & Above and Beyond), as he is sometimes lost in the mix of Barry and Robin's leads. Just enough of their incredible, unmatched harmonies and this album is a perfect example of why this trio has stood the test of time. Highly recommended to any lover of great music.",pos,neg
Quatermass 2. Saw this so long ago as a kid on TV. Glad I understand the story now. The commentary points out a balanced background of the film-making process. Arrived on time and in great condition.,pos,pos
